wmpid,full_name,name_fec,first_name,last_name,gender_wmp,fecid_2020,fecid_2022a,fecid_2022b,fecid_2022old,fecid_changed,crp_candidate_id,dateadded_person,notes_person,wmp_notes,supcourt_2022,supcourt_former,currsen_2022,prompol,former_uspres,intl_leaders,gov2022_gencd,face_category,latino_wmp,latino_crp,race_wmp,race_crp1,race_crp2,race_crpmena
WMPID4735,A.J. Calkins,"CALKINS, AARON (A.J.)",A.J.,Calkins,M,,H2IN03236,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID1731,Aamir Sultan,"SULTAN, AAMIR",Aamir,Sultan,UNK,,H2NY10191,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID4403,Aarika Samone Rhodes,"RHODES, AARIKA SAMONE",Aarika Samone,Rhodes,F,,H2CA30275,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,Black,B,NULL,N
WMPID328,Aaron Amede,"AMEDE, AARON",Aaron,Amede,UNK,H0ME01127,H0ME01127,,,0,N00047141,11/3/2020,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID1812,Aaron Bean,"BEAN, AARON P.",Aaron,Bean,M,,H2FL04211,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID1859,Aaron David Trevi?O,"TREVI?O, AARON DAVID",Aaron David,Trevi?O,M,,S2CO00217,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID2526,Aaron Frank,"FRANK, AARON",Aaron,Frank,M,,S2WI00318,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID1209,Aaron Godfrey,"GODFREY, AARON PAUL",Aaron,Godfrey,M,H8OH16090,H8OH16090,,,0,N00040945,11/3/2020,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID3243,Aaron Hamstead,"HAMSTEAD, AARON MR",Aaron,Hamstead,UNK,,H2FL18104,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID3479,Aaron Hansen,"HANSEN, AARON",Aaron,Hansen,M,,H2WA06160,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3250,Aaron Heineman,"HEINEMAN, AARON",Aaron,Heineman,M,,H8UT03329,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID717,Aaron James Luciani,"LUCIANI, AARON JAMES",Aaron James,Luciani,M,H0VA06051,,,,0,N00047267,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID4314,Aaron Jay,"JAY, AARON MR",Aaron,Jay,UNK,,H2DE18017,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID2366,Aaron Michael Sims,"SIMS, AARON MICHAEL",Aaron Michael,Sims,M,,H2NV02494,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID2749,Aaron Payton Lee,"LEE, AARON PAYTON",Aaron Payton,Lee,M,,H2MS04316,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID1372,Aaron Sigler,"SIGLER, AARON",Aaron,Sigler,UNK,S0LA00394,S0LA00394,,,0,N00047384,11/3/2020,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID2564,Aaron Smith,"SMITH, AARON",Aaron,Smith,M,,H2CA02183,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID4197,Aaron Storer,"STORER, AARON",Aaron,Storer,M,,H2IN01222,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID1107,Aaron Swisher,"SWISHER, AARON",Aaron,Swisher,M,H8ID02148,,,,0,N00042112,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID2114,Aaron Trevino,"TREVINO, AARON MR.",Aaron,Trevino,UNK,,H2CO05257,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID1417,Abby Broyles,"BROYLES, ABBY",Abby,Broyles,F,S0OK00370,H2OK05151,,,0,N00045883,11/3/2020,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID1102,Abby Finkenauer,"FINKENAUER, ABBY",Abby,Finkenauer,F,H8IA01094,S2IA00164,,,0,N00040888,11/3/2020,,,0,0,0,0,0,0,0,,0,n,White,W,NULL,n
WMPID3857,Abel Mulugheta,"MULUGHETA, ABEL",Abel,Mulugheta,M,,H2TX30145,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Black,B,NULL,NULL
WMPID3019,Abhiram Garapati,"GARAPATI, ABHIRAM",Abhiram,Garapati,M,,H0TX31030,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3444,Abigail Fordham,"FORDHAM, ABIGAIL MRS",Abigail,Fordham,UNK,,H2CO18011,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID1269,Abigail Spanberger,"SPANBERGER, ABIGAIL",Abigail,Spanberger,F,H8VA07094,H8VA07094,,,0,N00041418,11/3/2020,,,0,0,0,0,0,0,0,,0,n,White,W,NULL,n
WMPID5239,Abraham Lincoln,"LINCOLN, ABRAHAM",Abraham,Lincoln,M,,,,,,,12/19/2022,,,,,,,1,0,0,former presidents,,,White,,,
WMPID589,Ada Norah Henriquez,"HENRIQUEZ, ADA NORAH",Ada Norah,Henriquez,F,H0PR01059,,,,0,N00047488,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID596,Adair Boroughs,"BOROUGHS, ADAIR",Adair,Boroughs,F,H0SC02061,,,,0,N00044359,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID2147,Adam Benedetto,"BENEDETTO, ADAM SIIK",Adam,Benedetto,M,,S2WI00508,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID125,Adam Christensen,"CHRISTENSEN, ADAM",Adam,Christensen,M,H0FL03183,,,,0,N00046170,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID3985,Adam Christopher Murphy,"MURPHY, ADAM CHRISTOPHER",Adam Christopher,Murphy,M,,S2WI00409,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID2690,Adam Frisch,"FRISCH, ADAM",Adam,Frisch,M,,H2CO03351,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID3881,Adam Gentle,"GENTLE, ADAM",Adam,Gentle,M,,H2FL25067,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID3685,Adam Gizinski,"GIZINSKI, ADAM",Adam,Gizinski,M,,H2VA05117,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID1770,Adam Gray,"GRAY, ADAM C.",Adam,Gray,M,,H2CA13115,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID2194,Adam Hancock,"HANCOCK, ADAM M",Adam,Hancock,UNK,,H2CA45190,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID3513,Adam Holley,"HOLLEY, ADAM",Adam,Holley,M,,S2OK00244,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID2453,Adam Hollier,"HOLLIER, ADAM",Adam,Hollier,M,,H2MI13246,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Black,B,NULL,NULL
WMPID663,Adam Jonasz,"JONASZ, ADAM",Adam,Jonasz,M,H0TX20108,,,,0,N00044587,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID229,Adam Kinzinger,"KINZINGER, ADAM",Adam,Kinzinger,M,H0IL11052,,,,0,N00030667,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID2987,Adam Laxalt,"LAXALT, ADAM",Adam,Laxalt,M,,S2NV00324,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID4392,Adam Martin,"MARTIN, ADAM",Adam,Martin,M,,H2OK01176,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Black,B,NULL,NULL
WMPID664,Adam Martinez-Gomez,"MARTINEZ-GOMEZ, ADAM",Adam,Martinez-Gomez,M,H0TX20199,,,,0,N00046913,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID4705,Adam Matthew Hancock,"HANCOCK, ADAM MATTHEW",Adam Matthew,Hancock,M,,H2CA45182,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID3130,Adam Metzendorf,"METZENDORF, ADAM",Adam,Metzendorf,M,,H2AZ06270,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID4357,Adam Morgan,"MORGAN, ADAM",Adam,Morgan,M,,H2AZ04218,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID5158,Adam Nicholas Paul,"PAUL, ADAM NICHOLAS",Adam Nicholas,Paul,UNK,,S2WI00532,,,,,9/29/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID2350,Adam Noel Schwarze,"SCHWARZE, ADAM NOEL",Adam Noel,Schwarze,M,,H2MN03112,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID2803,Adam Prine,"PRINE, ADAM",Adam,Prine,M,,H2OR02172,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID70,Adam Schiff,"SCHIFF, ADAM",Adam,Schiff,M,H0CA27085,H0CA27085,,,0,N00009585,11/3/2020,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID4702,Adam Schindler,"SCHINDLER, ADAM DR.",Adam,Schindler,M,,H2CA50216,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID1032,Adam Smith,"SMITH, D. ADAM",Adam,Smith,M,H6WA09025,H6WA09025,,,0,N00007833,11/3/2020,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID3160,Adam Thomas Medeiros,"MEDEIROS, ADAM THOMAS MR",Adam Thomas,Medeiros,M,,H2CA21225,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,1,Y,Hispanic/Latino,H,NULL,N
WMPID364,Adam Weeks,"WEEKS, ADAM",Adam,Weeks,M,H0MN02167,,,,0,N00047073,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID4700,Adam Wool,"WOOL, ADAM L",Adam,Wool,M,,H2AK01240,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID1039,Adia Winfrey,"WINFREY, ADIA",Adia,Winfrey,F,H8AL03062,,,,0,N00042603,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID2940,Adianis Morales,"MORALES, ADIANIS",Adianis,Morales,F,,H2FL09277,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,1,Y,Hispanic/Latino,H,NULL,NULL
WMPID4002,Adina Safta,"SAFTA, ADINA",Adina,Safta,F,,H2NC02220,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID4698,Aditya Atholi,"ATHOLI, ADITYA",Aditya,Atholi,M,,H2TX01104,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Asian/Pacific Islander,AP,NULL,NULL
WMPID3968,Admiral Fredrick,"FREDRICK, ADMIRAL MR",Admiral,Fredrick,UNK,,H2KY54019,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID1639,Adnan Dhahir,"DHAHIR, ADNAN",Adnan,Dhahir,M,,H2IN08177,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,Y
WMPID3661,Adrian Adelphi,"ADELPHI, ADRIAN",Adrian,Adelphi,UNK,,H2CT81017,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID3367,Adrian Kaiser,"KAISER, ADRIAN MR",Adrian,Kaiser,M,,H2TX08257,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID4673,Adrian Lino Tonon,"TONON, ADRIAN LINO",Adrian Lino,Tonon,M,,H2MI07115,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID4692,Adrian Mizher,"MIZHER, ADRIAN",Adrian,Mizher,M,,H8TX06332,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID1371,Adrian Perkins,"PERKINS, ADRIAN",Adrian,Perkins,M,S0LA00386,,,,0,N00047383,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID998,Adrian Smith,"SMITH, ADRIAN",Adrian,Smith,M,H6NE03115,H6NE03115,,,0,N00027623,11/3/2020,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID823,Adriano Espaillat,"ESPAILLAT, ADRIANO",Adriano,Espaillat,M,H2NY13096,H2NY13096,,,0,N00034549,11/3/2020,,,0,0,0,0,0,0,0,,1,Y,Hispanic/Latino,H,B,N
WMPID1249,Adrienne Bell,"BELL, ADRIENNE",Adrienne,Bell,F,H8TX14120,,,,0,N00041197,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID329,Adrienne Bennett,"BENNETT, ADRIENNE",Adrienne,Bennett,F,H0ME02075,,,,0,N00045509,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID74,Agnes Gibboney,"GIBBONEY, AGNES",Agnes,Gibboney,F,H0CA31129,,,,0,N00045966,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID2015,Ahmad Jr Saide,"SAIDE, AHMAD JR",Ahmad Jr,Saide,M,,S2FL00698,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID4080,Ahmad Saide,"SAIDE, AHMAD DR",Ahmad,Saide,UNK,,S2NY00408,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID5023,Ahmed Matthew Makrom,"MAKROM, AHMED MATTHEW",Ahmed Matthew,Makrom,M,,H2TN01122,,,,,8/5/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID4929,Aisha Mills,"MILLS, AISHA",Aisha,Mills,F,,H2NY18111,,,,,7/5/2022,,,0,0,0,0,0,0,0,,0,N,Black,B,NULL,N
WMPID1068,Aja Smith,"SMITH, AJA",Aja,Smith,F,H8CA41170,H8CA41170,,,0,N00040864,11/3/2020,,,0,0,0,0,0,0,0,,0,N,Black,B,NULL,N
WMPID3920,Ajwang Rading,"RADING, AJWANG",Ajwang,Rading,M,,H2CA18148,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Black,B,NULL,NULL
WMPID3692,Akil Kokayi Khalfani,"KHALFANI, AKIL KOKAYI DR",Akil Kokayi,Khalfani,M,,H2NJ10212,,H2NJ10220,1,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Black,B,NULL,NULL
WMPID4729,Akinyemi Agbede,"AGBEDE, AKINYEMI",Akinyemi,Agbede,M,,S6CA00634,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Black,B,NULL,NULL
WMPID4936,Ako Nai,"NAI, AKO",Ako,Nai,UNK,,S2MD00610,,,,,7/12/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID1323,Al Bartell,"BARTELL, AL",Al,Bartell,M,S0GA00443,,,,0,N00026122,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID4683,Al D Robertson,"ROBERTSON, AL D",Al D,Robertson,UNK,,H0TX03104,,,0,,6/7/2022,There are two unique people with this name,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID4074,Al Deno,"DENO, AL",Al,Deno,M,,H2FL11141,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID927,Al Green,"GREEN, ALEXANDER",Al,Green,M,H4TX09095,H4TX09095,,,0,N00026686,11/3/2020,,,0,0,0,0,0,0,0,,0,N,Black,B,NULL,N
WMPID1291,Al Gross,"GROSS, AL",Al,Gross,M,S0AK00196,,,,0,N00044975,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID2598,Al Krulick,"KRULICK, AL MR.",Al,Krulick,M,,H2FL07255,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID122,Al Lawson,"LAWSON, ALFRED JR",Al,Lawson,M,H0FL02086,H0FL02086,,,0,N00030642,11/3/2020,,,0,0,0,0,0,0,0,,0,N,Black,B,NULL,N
WMPID354,Al Lemmo,"LEMMO, AL",Al,Lemmo,M,H0MI13463,,,,0,N00045732,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID1662,Al Olszewski,"OLSZEWSKI, AL",Al,Olszewski,M,,H2MT02084,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID4678,Al Robertson,"ROBERTSON, AL",Al,Robertson,M,,H2FL04153,,,0,,6/7/2022,There are two unique people with this name,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3633,Al Santos,"SANTOS, AL",Al,Santos,M,,H2FL07271,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,1,Y,Hispanic/Latino,H,NULL,NULL
WMPID540,Alaina Shearer,"SHEARER, ALAINA",Alaina,Shearer,F,H0OH12179,H0OH12179,,,0,N00045766,11/3/2020,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID880,Alan Cohn,"COHN, ALAN",Alan,Cohn,M,H4FL15155,H4FL15155,,,0,N00035575,11/3/2020,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID4665,Alan Darnowsky,"DARNOWSKY, ALAN",Alan,Darnowsky,M,,H2OH02135,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID3897,Alan Gross,"GROSS, ALAN",Alan,Gross,M,,H2AK01166,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID293,Alan Khazei,"KHAZEI, ALAN",Alan,Khazei,M,H0MA04176,,,,0,N00031173,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID771,Alan Lowenthal,"LOWENTHAL, ALAN",Alan,Lowenthal,M,H2CA00104,H2CA00104,,,0,N00033274,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID3626,Alan Mark Grayson,"GRAYSON, ALAN MARK",Alan Mark,Grayson,UNK,,S2FL00581,H6FL08213,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID3737,Alan Michael Davis,"DAVIS, ALAN MICHAEL",Alan Michael,Davis,M,,H2FL04179,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3955,Alan Michael Shank,"SHANK, ALAN MICHAEL",Alan Michael,Shank,M,,S2PA00422,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID2947,Alan Sims,"SIMS, ALAN",Alan,Sims,M,,H2GA10216,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID403,Alan Swain,"SWAIN, ALAN D",Alan,Swain,UNK,H0NC02158,H0NC02158,,,0,N00046240,11/3/2020,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID1303,Alan White,"WHITE, ALAN",Alan,White,M,S0AZ00426,,,,0,N00047090,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID4668,Alax Jones,"JONES, ALAX",Alax,Jones,M,,H2CO05174,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID2106,Albert Goldberg,"GOLDBERG, ALBERT",Albert,Goldberg,M,,H2NV03245,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3460,Albert Ivan Robles,"ROBLES, ALBERT IVAN",Albert Ivan,Robles,M,,H2PA02162,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID2623,Albert Jr Fox,"FOX, ALBERT A MR JR",Albert Jr,Fox,M,,S2FL00680,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID4822,Albert Kyder,"KYDER, ALBERT",Albert,Kyder,M,,S2LA00176,,,0,,6/28/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3745,Albert Namath,"NAMATH, ALBERT",Albert,Namath,M,,H2WI01126,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID5011,Albert Ross,"ROSS, ALBERT",Albert,Ross,M,,H2MN05216,,,,,8/5/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID5195,Alberto Fernández,"FERNÁNDEZ, ALBERTO",Alberto,Fernández,M,,,,,,,12/19/2022,,,,,,,0,1,0,international leaders,,,Hispanic/Latino,,,
WMPID1002,Albio Sires,"SIRES, ALBIO",Albio,Sires,M,H6NJ13191,,,,0,N00027523,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID789,Alcee L Hastings,"HASTINGS, ALCEE L",Alcee,Hastings,UNK,H2FL23021,H2FL23021,,,0,N00002884,11/3/2020,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID2475,Alden Patrick Johnson,"JOHNSON, ALDEN PATRICK MR.",Alden Patrick,Johnson,M,,H2MS04233,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID3533,Aleem Young,"YOUNG, ALEEM MR",Aleem,Young,UNK,,S2IN00315,H2IN96016,S2IN00265,1,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID2999,Alejandro Ariel Otman,"OTMAN, ALEJANDRO ARIEL MR",Alejandro Ariel,Otman,M,,H2SC01135,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID4660,Alejandro Ledezma,"LEDEZMA, ALEJANDRO",Alejandro,Ledezma,M,,H2TX35201,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,1,Y,Hispanic/Latino,H,NULL,NULL
WMPID5203,Alejandro Mayorkas,"MAYORKAS, ALEJANDRO",Alejandro,Mayorkas,M,,,,,,,12/19/2022,,,,,,,0,0,0,cabinet,,,Hispanic/Latino,,,
WMPID560,Alek Skarlatos,"SKARLATOS, ALEK",Alek,Skarlatos,M,H0OR04107,H0OR04107,,,0,N00045281,11/3/2020,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID2222,Aleksander Mici,"MICI, ALEKSANDER",Aleksander,Mici,M,,S2NY00440,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID1893,Alena Ericksen,"ERICKSEN, ALENA",Alena,Ericksen,F,,H2UT01250,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3990,Alessandra Biaggi,"BIAGGI, ALESSANDRA",Alessandra,Biaggi,F,,H2NY03196,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID1742,Alex Bryant,"BRYANT, ALEX L",Alex,Bryant,M,,H2MO07184,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Black,B,NULL,NULL
WMPID4658,Alex Cross,"CROSS, ALEX",Alex,Cross,M,,H2TX38080,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID2634,Alex Entin,"ENTIN, ALEX",Alex,Entin,M,,H2PA01149,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID381,Alex Furman,"FURMAN, ALEX",Alex,Furman,M,H0MO01215,,,,0,N00047394,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID1919,Alex Gray,"GRAY, ALEX",Alex,Gray,M,,S2OK00202,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID92,Alex Johnson,"JOHNSON, ALEX",Alex,Johnson,M,H0CO02209,,,,0,N00045670,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID2783,Alex Lasry,"LASRY, ALEX",Alex,Lasry,UNK,,S2WI00342,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID942,Alex Mooney,"MOONEY, ALEXANDER XAVIER",Alex,Mooney,M,H4WV02080,H4WV02080,,,0,N00033814,11/3/2020,,,0,0,0,0,0,0,0,,1,Y,Hispanic/Latino,H,NULL,N
WMPID289,Alex Morse,"MORSE, ALEX",Alex,Morse,M,H0MA01081,,,,0,N00045026,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID1456,Alex Padilla,"PADILLA, ALEX",Alex,Padilla,M,S2CA00955,S2CA00955,,,0,,11/3/2020,,,0,0,1,0,0,0,0,,1,Y,Hispanic/Latino,H,NULL,N
WMPID462,Alex Pereszlenyi,"PERESZLENYI, ALEX",Alex,Pereszlenyi,M,H0NV03157,,,,0,N00046259,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID557,Alex Spenser,"SPENSER, ALEX",Alex,Spenser,M,H0OR02267,,,,0,N00047019,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID4412,Alex Stovall,"STOVALL, ALEX",Alex,Stovall,M,,H2AZ09142,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,Black,B,NULL,N
WMPID4348,Alex Walker,"WALKER, ALEX",Alex,Walker,M,,H2CO03344,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID4745,Alexander Halter,"HALTER, ALEXANDER R",Alexander,Halter,M,,H2NJ11269,,,0,,6/28/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID2973,Alexander Wolf Mister Weinstein,"WEINSTEIN, ALEXANDER WOLF MISTER",Alexander Wolf Mister,Weinstein,M,,H2WV01110,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID4022,Alexandra Hunt,"HUNT, ALEXANDRA",Alexandra,Hunt,F,,H2PA03129,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID4389,Alexandra Nicole Thran,"THRAN, ALEXANDRA NICOLE",Alexandra Nicole,Thran,F,,S2VT00177,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID265,Alexandra Owensby,"OWENSBY, ALEXANDRA",Alexandra,Owensby,F,H0KY04117,,,,0,N00044778,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID4562,Alexandre Zajic,"ZAJIC, ALEXANDRE",Alexandre,Zajic,M,,H2NY01216,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
