wmpid,full_name,name_fec,first_name,last_name,gender_wmp,fecid_2020,fecid_2022a,fecid_2022b,fecid_2022old,fecid_changed,crp_candidate_id,dateadded_person,notes_person,wmp_notes,supcourt_2022,supcourt_former,currsen_2022,prompol,former_uspres,intl_leaders,gov2022_gencd,face_category,latino_wmp,latino_crp,race_wmp,race_crp1,race_crp2,race_crpmena
WMPID3266,Ted Rusk,"RUSK, TED",Ted,Rusk,M,,H2IN07187,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID4194,Teddy Daniels,"DANIELS, TEDDY",Teddy,Daniels,M,,H0PA08197,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID1197,Tedra Cobb,"COBB, TEDRA",Tedra,Cobb,F,H8NY21245,,,,0,N00041382,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID5242,Tedros Adhanom Ghebreyesus,"GHEBREYESUS, TEDROS ADHANOM",Tedros Adhanom,Ghebreyesus,M,,,,,,,12/19/2022,,,,,,,0,1,0,international leaders,,,Black,,,
WMPID2599,Tejasinha Sivalingam,"SIVALINGAM, TEJASINHA",Tejasinha,Sivalingam,M,,S2NH00207,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3894,Telena Nelson,"NELSON, TELENA C.",Telena,Nelson,F,,H2GU01049,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3821,Terell Anderson,"ANDERSON, TERELL",Terell,Anderson,M,,H2AL02158,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Black,B,NULL,NULL
WMPID4397,Terence Gray,"GRAY, TERENCE R MR. I",Terence,Gray,M,,H2FL10226,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Black,B,NULL,NULL
WMPID3037,Teresa Alonso Leon,"ALONSO LEON, TERESA",Teresa,Alonso Leon,F,,H2OR06108,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,1,Y,Indiginous,I,H,N
WMPID2883,Teresa Helms,"HELMS, TERESA",Teresa,Helms,F,,H2NC09191,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID453,Teresa Leger,"LEGER FERNANDEZ, TERESA",Teresa Leger,Fernandez,F,H0NM03102,H0NM03102,,,0,N00044559,11/3/2020,,,0,0,0,0,0,0,0,,1,Y,Hispanic/Latino,H,NULL,N
WMPID4032,Teresa Marie Pfaff,"PFAFF, TERESA MARIE",Teresa Marie,Pfaff,F,,H2IL16099,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,W,NULL,NULL,NULL,NULL
WMPID395,Teresa Montseny,"MONTSENY, TERESA",Teresa,Montseny,F,H0MO07246,,,,0,N00046232,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID2289,Teresa Painter,"PAINTER, TERESA L ROYAL",Teresa,Painter,F,,H2NC07120,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID2268,Teresa Tachon,"TACHON, TERESA DR.",Teresa,Tachon,F,,H2FL10234,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID5053,Terrance James Harvey,"HARVEY, TERRANCE JAMES",Terrance James,Harvey,M,,S2MI00276,H2MI03213,,,,8/5/2022,,,0,0,0,0,0,0,0,,,,,,,
WMPID4709,Terre Layng Rosner,"ROSNER, TERRE LAYNG",Terre Layng,Rosner,F,,H2IL01414,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID27,Terri A Sewell,"SEWELL, TERRI A.",Terri,Sewell,F,H0AL07086,H0AL07086,,,0,N00030622,11/3/2020,,,0,0,0,0,0,0,0,,0,N,Black,B,NULL,N
WMPID3436,Terry Dale,"DALE, TERRY",Terry,Dale,M,,H2CA45141,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3483,Terry Gentle,"GENTLE, TERRY D MR",Terry,Gentle,M,,H2NC12252,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID2478,Terry Martin,"MARTIN, TERRY",Terry,Martin,M,,H2IL13203,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID552,Terry Neese,"NEESE, TERRY",Terry,Neese,F,H0OK05213,,,,0,N00044580,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID1938,Terry Tolbert Namkung,"NAMKUNG, TERRY TOLBERT MR.",Terry Tolbert,Namkung,M,,H2VA03070,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Black,B,AP,NULL
WMPID4012,Terry Tucker,"TUCKER, TERRY",Terry,Tucker,M,,H2TX03266,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID1724,Terwilliger Elizabeth,"ELIZABETH, TERWILLIGER",Terwilliger,Elizabeth,UNK,,H0PA12207,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID3503,Thad Chalmers Cooperrider,"COOPERRIDER, THAD CHALMERS",Thad Chalmers,Cooperrider,M,,H2OH15236,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID5159,Tharon Chandler,"CHANDLER, THARON",Tharon,Chandler,UNK,,H6TN07146,,,,,9/29/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID1686,Themis Klarides,"KLARIDES, THEMIS",Themis,Klarides,F,,S2CT00306,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID4947,Theodis Brown,"BROWN, THEODIS SR",Theodis,Brown,UNK,,S2MO00122,,,,,7/21/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID3949,Theodore Budd,"BUDD, THEODORE P",Theodore,Budd,M,,S2NC00505,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID3191,Theodore Engquist,"ENGQUIST, THEODORE",Theodore,Engquist,M,,H2VA02056,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID3582,Theodore Fikre,"FIKRE, THEODORE",Theodore,Fikre,M,,H2VA08186,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Black,B,NULL,NULL
WMPID151,Theodore Murray,"MURRAY, THEODORE ANDREW",Theodore,Murray,M,H0FL17175,H0FL17175,,,0,N00045680,11/3/2020,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3092,Theodore Nichols Nichols,"NICHOLS, THEODORE NICHOLS",Theodore Nichols,Nichols,M,,S2ID00152,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID5200,Theodore Roosevelt,"ROOSEVELT, THEODORE",Theodore,Roosevelt,M,,,,,,,12/19/2022,,,,,,,1,0,0,former presidents,,,White,,,
WMPID2674,Theresa Coates Ellis,"ELLIS, THERESA COATES MS",Theresa Coates,Ellis,F,,H2VA10190,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID2186,Theresa Gavarone,"GAVARONE, THERESA",Theresa,Gavarone,F,,H2OH09171,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID1343,Theresa Greenfield,"GREENFIELD, THERESA",Theresa,Greenfield,F,S0IA00176,,,,0,N00041334,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID1708,Theresa Lastovich,"LASTOVICH, THERESA E",Theresa,Lastovich,F,,H2MN08145,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID5315,Theresa Livingston,"LIVINGSTON, THERESA",Theresa,Livingston,F,,,,,,,12/20/2022,,,,,,,,,1,,,,,,,
WMPID219,Theresa Raborn,"RABORN, THERESA",Theresa,Raborn,F,H0IL02127,,,,0,N00044525,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID2717,Thireena Yuki Connely,"CONNELY, THIREENA YUKI",Thireena Yuki,Connely,F,,H2NE01183,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Asian/Pacific Islander,AP,NULL,NULL
WMPID1486,Thom Tillis,"TILLIS, THOM",Thom,Tillis,M,S4NC00162,,,,0,N00035492,11/3/2020,,,0,0,1,0,0,0,0,,,,,,,
WMPID2330,Thomas Augustine Toomey,"TOOMEY, THOMAS AUGUSTINE MR.",Thomas Augustine,Toomey,M,,H2NJ11160,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID1528,Thomas Carper,"CARPER, THOMAS",Thomas,Carper,M,S8DE00079,,,,0,,11/3/2020,,,0,0,1,0,0,0,0,,,,,,,
WMPID5100,Thomas Casson,"CASSON, THOMAS",Thomas,Casson,M,,H4AL03053,,,,,9/13/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3095,Thomas Catalano,"CATALANO, THOMAS",Thomas,Catalano,UNK,,H2CO01165,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID3119,Thomas Charles Bookwalter,"BOOKWALTER, THOMAS CHARLES",Thomas Charles,Bookwalter,M,,H2IN04168,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID1679,Thomas Daniel Madden,"MADDEN, THOMAS DANIEL",Thomas Daniel,Madden,M,,H2IN01164,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID704,Thomas G. McNeill,"MCNEILL, THOMAS",Thomas,McNeill,M,H0UT03243,,,,0,N00047030,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID106,Thomas Gilmer,"GILMER, THOMAS",Thomas,Gilmer,M,H0CT02199,,,,0,N00044502,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID4780,Thomas Griffin,"GRIFFIN, THOMAS",Thomas,Griffin,M,,H2MS03169,,,0,,6/28/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID2843,Thomas Hwang,"HWANG, THOMAS",Thomas,Hwang,M,,H2OH15202,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Asian/Pacific Islander,AP,NULL,NULL
WMPID4418,Thomas James Demille,"DEMILLE, THOMAS JAMES",Thomas James,Demille,M,,H2UT02449,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID2971,Thomas Jason Allen,"ALLEN, THOMAS JASON",Thomas Jason,Allen,M,,H2SC01093,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID5194,Thomas Jefferson,"JEFFERSON, THOMAS",Thomas,Jefferson,M,,,,,,,12/19/2022,,,,,,,1,0,0,former presidents,,,White,,,
WMPID3225,Thomas John Norton,"NORTON, THOMAS JOHN",Thomas John,Norton,M,,H0MI03266,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID5096,Thomas Joseph Zoll,"ZOLL, THOMAS JOSEPH",Thomas Joseph,Zoll,UNK,,H2OR04210,,,,,9/13/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID1575,Thomas Jr Mcdermott,"MCDERMOTT, THOMAS M. JR",Thomas Jr,Mcdermott,M,,S2IN00208,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID4943,Thomas Lane Jr Payne,"PAYNE, THOMAS LANE JR",Thomas Lane Jr,Payne,M,,H2LA03113,,,,,7/12/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID4917,Thomas Lynch,"LYNCH, THOMAS",Thomas,Lynch,M,,H2IL02214,,,,,7/5/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID803,Thomas Massie,"MASSIE, THOMAS H.",Thomas,Massie,M,H2KY04121,H2KY04121,,,0,N00034041,11/3/2020,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID4718,Thomas Mcdermott,"MCDERMOTT, THOMAS",Thomas,Mcdermott,UNK,,H0IN01135,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID3995,Thomas More Barrett,"BARRETT, THOMAS MORE",Thomas More,Barrett,M,,H2MI07123,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID3331,Thomas Patti,"PATTI, THOMAS",Thomas,Patti,M,,H2CA09139,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID4844,Thomas Pinkston Harris,"HARRIS, THOMAS E. 'PINKSTON'",Thomas Pinkston,Harris,M,,H8MD07091,,,0,,6/28/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID2631,Thomas Quiter,"QUITER, THOMAS",Thomas,Quiter,M,,S2NY00523,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID1407,Thomas Sharpe,"SHARPE, THOMAS V",Thomas,Sharpe,M,S0NH00342,S2NH00264,,,0,N00047194,11/3/2020,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID1447,Thomas Speciale,"SPECIALE, THOMAS",Thomas,Speciale,M,S0VA00088,,,,0,N00044991,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID3839,Thomas Sullivan,"SULLIVAN, THOMAS",Thomas,Sullivan,M,,S2VT00250,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID4136,Thomas Verde,"VERDE, THOMAS X TXV",Thomas,Verde,M,,S2OR00143,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID1647,Thomas Warren Mclellan,"MCLELLAN, THOMAS WARREN",Thomas Warren,Mclellan,UNK,,H2VA05109,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID3446,Thomas Watercott,"WATERCOTT, THOMAS",Thomas,Watercott,UNK,,H2NC06171,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID1642,Thomas Winter,"WINTER, THOMAS",Thomas,Winter,M,,H0MT00090,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID3717,Thomas Wong,"WONG, THOMAS",Thomas,Wong,M,,H2CA14196,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Asian/Pacific Islander,AP,NULL,NULL
WMPID1975,Thomas Wylie Spears,"SPEARS, THOMAS WYLIE",Thomas Wylie,Spears,M,,H2WA01245,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID480,Thomas Zmich,"ZMICH, THOMAS",Thomas,Zmich,M,H0NY06086,H0NY06086,,,0,N00046429,11/3/2020,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID249,Thomasina Marsili,"MARSILI, THOMASINA",Thomasina,Marsili,F,H0IN08213,,,,0,N00045715,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID4776,Thor Amundson,"AMUNDSON, THOR",Thor,Amundson,M,,S8WA00137,,,0,,6/28/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID4553,Thuy Lowe,"LOWE, THUY",Thuy,Lowe,F,,H2FL10333,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID4934,Tia Marie Lebrun,"LEBRUN, TIA MARIE MRS.",Tia Marie,Lebrun,F,,H2LA03105,,,,,7/12/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID1383,Tiffany Bond,"BOND, TIFFANY",Tiffany,Bond,F,S0ME00160,H8ME02219,,,0,N00046967,11/3/2020,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID1043,Tiffany Shedd,"SHEDD, TIFFANY",Tiffany,Shedd,F,H8AZ01237,,,,0,N00041745,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID2158,Tiffany Smiley,"SMILEY, TIFFANY",Tiffany,Smiley,F,,S2WA00387,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID1570,Tim Aalders,"AALDERS, TIM",Tim,Aalders,M,,H2UT03280,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID1556,Tim Baxter,"BAXTER, TIM",Tim,Baxter,M,,H2NH01262,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID4858,Tim Beck,"BECK, TIM",Tim,Beck,M,,H2AK00457,,,0,,6/28/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID1232,Tim Burchett,"BURCHETT, TIM",Tim,Burchett,M,H8TN02119,H8TN02119,,,0,N00041594,11/3/2020,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID737,Tim Hazelo,"HAZELO, TIM",Tim,Hazelo,M,H0WA02197,,,,0,N00046601,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID1468,Tim Kaine,"KAINE, TIM",Tim,Kaine,M,S2VA00142,,,,0,,11/3/2020,,,0,0,1,0,0,0,0,,,,,,,
WMPID340,Tim Kelly,"KELLY, TIM",Tim,Kelly,M,H0MI05162,,,,0,N00046219,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID2917,Tim Ko,"KO, TIM",Tim,Ko,M,,H2NY24143,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Asian/Pacific Islander,AP,NULL,NULL
WMPID5282,Tim Michels,"MICHELS, TIM",Tim,Michels,M,,,,,,,12/20/2022,,,,,,,,,1,,,,,,,
WMPID1580,Tim Reichert,"REICHERT, TIM",Tim,Reichert,M,,H2CO07204,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID1283,Tim Rogers,"ROGERS, TIM",Tim,Rogers,M,H8WI04069,H8WI04069,,,0,N00043688,11/3/2020,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID833,Tim Ryan,"RYAN, TIM",Tim,Ryan,M,H2OH17109,,,,0,N00025280,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID1495,Tim Scott,"SCOTT, TIMOTHY E.",Tim,Scott,M,S4SC00240,S4SC00240,,,0,,11/3/2020,,,0,0,1,0,0,0,0,,,NULL,Black,B,NULL,NULL
WMPID1440,Tim Smith,"SMITH, TIM",Tim,Smith,M,S0TX00415,,,,0,N00046643,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID738,Tim Uy,"UY, TIM",Tim,Uy,M,H0WA02213,,,,0,N00047172,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID895,Tim Walberg,"WALBERG, TIMOTHY L REP",Tim,Walberg,M,H4MI07103,H4MI07103,,,0,N00026368,11/3/2020,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID5264,Tim Walz,"WALZ, TIM",Tim,Walz,M,,,,,,,12/20/2022,,,,,,,,,1,,,,,,,
WMPID2617,Timothy Alan Dalhouse,"DALHOUSE, TIMOTHY ALAN MR.",Timothy Alan,Dalhouse,M,,S2HI00197,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID2332,Timothy Alexander,"ALEXANDER, TIMOTHY C",Timothy,Alexander,M,,H2NJ02193,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,Black,B,NULL,N
WMPID3235,Timothy Arview,"ARVIEW, TIMOTHY C",Timothy,Arview,M,,S2IL00150,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID1598,Timothy Barr,"BARR, TIMOTHY",Timothy,Barr,M,,H2GA10166,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID2034,Timothy Bernard Mcdonald,"MCDONALD, TIMOTHY BERNARD MR",Timothy Bernard,Mcdonald,M,,H2TN08176,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID1602,Timothy Brent Robinson,"ROBINSON, TIMOTHY BRENT MR",Timothy Brent,Robinson,UNK,,H2CT34016,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID1603,Timothy Bruce Lee,"LEE, TIMOTHY BRUCE",Timothy Bruce,Lee,M,,H2TN05420,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID3684,Timothy Daniel Bilash,"BILASH, TIMOTHY DANIEL DR. M.D.",Timothy Daniel,Bilash,M,,H2CA50190,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID1608,Timothy David Geist,"GEIST, TIMOTHY DAVID",Timothy David,Geist,M,,H2CA01250,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID3690,Timothy Fowler,"FOWLER, TIMOTHY MR",Timothy,Fowler,UNK,,H2GA34018,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID4275,Timothy Hanifan,"HANIFAN, TIMOTHY R.",Timothy,Hanifan,M,,H2NV02502,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID1611,Timothy Jacob Shepard,"SHEPARD, TIMOTHY JACOB",Timothy Jacob,Shepard,M,,S2MO00460,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID4485,Timothy Lewis,"LEWIS, TIMOTHY",Timothy,Lewis,M,,H2SC01143,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Black,B,NULL,NULL
WMPID2605,Timothy Louis Long,"LONG, TIMOTHY LOUIS",Timothy Louis,Long,UNK,,H2CO08145,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID2174,Timothy Michael Devine,"DEVINE, TIMOTHY MICHAEL",Timothy Michael,Devine,M,,S2FL00664,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3217,Timothy Ryan,"RYAN, TIMOTHY",Timothy,Ryan,M,,S2OH00402,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID1687,Timothy Stroud,"STROUD, TIMOTHY",Timothy,Stroud,M,,H2TX07077,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID2008,Timothy Swain,"SWAIN, TIMOTHY",Timothy,Swain,M,,S2SC00095,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID4366,Timothy Ursich,"URSICH, TIMOTHY J DR",Timothy,Ursich,M,,S2CA01276,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID1626,Tina Cannon,"CANNON, TINA",Tina,Cannon,F,,H0UT01114,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID4635,Tina Cohen,"COHEN, TINA MRS.",Tina,Cohen,F,,H2TX07119,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID3560,Tina Forte,"FORTE, TINA",Tina,Forte,F,,H2NY14128,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID5344,Tina Kotek,"KOTEK, TINA",Tina,Kotek,F,,,,,,,12/20/2022,,,,,,,,,1,,,,,,,
WMPID718,Tina Ramirez,"RAMIREZ, TINA MARIE MRS.",Tina,Ramirez,F,H0VA07109,H0VA07109,,,0,N00044595,11/3/2020,,,0,0,0,0,0,0,0,,1,Y,Hispanic/Latino,H,W,N
WMPID3459,Tina Richel Seals Singh Chaudry Kumar,"SEALS SINGH CHAUDRY KUMAR, TINA RICHEL",Tina Richel,Seals Singh Chaudry Kumar,F,,H2TX18215,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID1539,Tina Smith,"SMITH, TINA",Tina,Smith,F,S8MN00578,,,,0,N00042353,11/3/2020,,,0,0,1,0,0,0,0,,,,,,,
WMPID4664,Tj Elgin,"ELGIN, TJ",Tj,Elgin,M,,H0CT04203,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID4163,Tobias Everett Lagrone,"LAGRONE, TOBIAS EVERETT DR.",Tobias Everett,Lagrone,M,,S2NC00398,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Black,B,NULL,NULL
WMPID4225,Toby Anderson,"ANDERSON, TOBY",Toby,Anderson,M,,H2NJ11228,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID4872,Todd Bloom,"BLOOM, TODD",Todd,Bloom,M,,H2WA06186,,,0,,6/28/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID2022,Todd Heussner,"HEUSSNER, TODD",Todd,Heussner,M,,H2GA10265,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID5047,Todd Puglisi,"PUGLISI, TODD A.",Todd,Puglisi,M,,S2MD00644,,,,,8/5/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID1805,Todd Reynolds,"REYNOLDS, TODD",Todd,Reynolds,UNK,,S2CA01268,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID577,Todd Rowley,"ROWLEY, TODD",Todd,Rowley,M,H0PA13114,,,,0,N00046584,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID1505,Todd Young,"YOUNG, TODD CHRISTOPHER",Todd,Young,M,S6IN00191,S6IN00191,,,0,,11/3/2020,,,0,0,1,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID1488,Tom Alciere,"ALCIERE, TOM",Tom,Alciere,M,S4NH00062,H6NH02089,,,0,N00008598,11/3/2020,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID2493,Tom Beckwith Wells,"WELLS, TOM BECKWITH DR.",Tom Beckwith,Wells,M,,H8FL03020,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID835,Tom Cole,"COLE, TOM",Tom,Cole,M,H2OK04055,H2OK04055,,,0,N00025726,11/3/2020,,,0,0,0,0,0,0,0,,0,N,Indiginous,I,NULL,N
WMPID1473,Tom Cotton,"COTTON, TOM",Tom,Cotton,M,S4AR00103,,,,0,N00033363,11/3/2020,,,0,0,1,0,0,0,0,,,,,,,
WMPID1798,Tom Dunn,"DUNN, TOM",Tom,Dunn,M,,H2SC07215,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
